Khu vực,Tiêu đề,Giá (triệu),Diện tích (m²),Giá/m² (triệu),Vị trí,Ngày đăng,Cắt lỗ?,Link
Cầu Giấy,Chính Chủ Cần bán gấp Căn Hộ Chung Cư 154m2 lô góc tòa nhà The Park Home Phố Thành Thái Gía 18.9 tỷ,18900.0,154.0,122.72727272727273,·P. Dịch Vọng (P. Cầu Giấy mới),Đăng 3 ngày trước,Có,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thanh-thai-phuong-dich-vong-the-park-home/chinh-chu-ban-gap-154m2-lo-goc-toa-nha-pho-gia-18-9-ty-pr45341716
Cầu Giấy,"Chuyển nhượng quỹ căn Mipec Rubik giá tốt từ 2 - 4PN, hỗ trợ vay tới 70% LH:0339 728 ***(Em Tiến)",8800.0,70.0,125.71428571428571,·P. Dịch Vọng Hậu (P. Cầu Giấy mới),Đăng 3 ngày trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-mipec-rubik-360/chuyen-nhuong-quy-gia-tot-tu-2-4pn-tro-vay-toi-70-lh-0339728888-em-tien-pr45293207
Cầu Giấy,"Giảm 1 tỷ đồng! Bán căn hộ Vinhomes D'Capitale 3PN - 95m2, nhà đẹp view hồ, giá chỉ 12.5 tỷ BAO PHÍ",12500.0,95.0,131.57894736842104,·P. Trung Hòa (P. Yên Hòa mới),Đăng 1 tuần trước,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-vinhomes-d-capitale/ban-dcapitale-3pn-95m2-nha-dep-view-gia-chi-13-5-ty-pr44761556
Cầu Giấy,"Bán căn hộ toà Green Park. DT 105m2 3PN 2WC tầng trung hướng mát, giá 9 tỷ TL",9000.0,105.0,85.71428571428571,P. Yên Hòa (P. Cầu Giấy mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-dinh-nghe-phuong-yen-hoa-2-green-park-tower/ban-toa-dt-105m-3pn-2wc-tang-trung-huong-mat-gia-9-1-ty-tl-pr45225490
Cầu Giấy,"Bán tập thể Trần Cung, bệnh viện E 52m2 tầng 3 2 PN 1 gác xép chỉ 3.35 tỷ",3350.0,52.0,64.42307692307692,P. Nghĩa Đô,Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-tran-cung-phuong-nghia-do-1-7/ban-tap-the-benh-vien-e-52m2-tang-3-2-pn-1-gac-xep-chi-3-55-ty-pr45315345
Cầu Giấy,Tôi căn hộ N07B3 Thành Thái Cầu Giấy - 95m có 2 phòng ngủ 2 vệ sinh có thể sửa 03PN,8450.0,95.0,88.94736842105263,P. Dịch Vọng (P. Cầu Giấy mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-thanh-thai-phuong-dich-vong-khu-do-thi-moi-dich-vong/toi-n07b3-cau-giay-95m-co-2-phong-ngu-2-ve-sinh-co-the-sua-03pn-pr45244050
Cầu Giấy,"Căn hộ chung cư 118.4m2 giá 9 tỷ tòa Trung Yên 1, ngã tư Trung Kính - Vũ Phạm Hàm sửa được 4 ngủ",9000.0,118.0,76.27118644067797,P. Trung Hòa (P. Yên Hòa mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-trung-hoa-4-chung-cu-cao-tang-trung-yen-i/chinh-chu-gui-ban-chcc-toa-1-nga-tu-kinh-vu-pham-ham-120m2-gia-nhinh-10-ty-pr44710219
Cầu Giấy,"Chính chủ tôi bán căn góc Green Park - Dương Đình Nghệ. 104.5m2, 3PN, 2VS",10200.0,104.5,97.60765550239235,P. Yên Hòa (P. Cầu Giấy mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-dinh-nghe-phuong-yen-hoa-2-green-park-tower/chinh-chu-toi-ban-goc-inh-104-5m2-3pn-2vs-pr45242687
Cầu Giấy,"Bán căn hộ chung cư F4 Trung Kính, DT 85m2, full nội thất, 2 PN 2 logia, giá 8 tỷ, LH0933 888 ***",8000.0,85.0,94.11764705882354,P. Yên Hòa (P. Cầu Giấy mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-trung-kinh-phuong-yen-hoa-2-khu-do-thi-yen-hoa/ban-chcc-f4-112-dt-85m2-full-noi-that-2-pn-2-logia-gia-8-ty-lh-pr45339386
Cầu Giấy,"Tôi bán căn hộ chung cư tòa Trung Yên Plaza - 112m2, giá tốt thị trường",10000.0,112.0,89.28571428571429,P. Trung Hòa (P. Yên Hòa mới),Đăng hôm nay,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-trung-yen-11-phuong-trung-hoa-4-trung-yen-plaza/toi-ban-toa-112m2-gia-tot-thi-truong-pr44525997
